filter,rx_index,time_ps,softOut,rx_bit,tx_bit
fir,436,442835000,36,0,0
legacy,436,442885000,42,0,0
fir,437,443835000,-40,1,1
legacy,437,443885000,-42,1,1
fir,438,444835000,-38,1,1
legacy,438,444885000,-42,1,1
fir,439,445835000,42,0,0
legacy,439,445885000,42,0,0
fir,440,446835000,36,0,0
legacy,440,446885000,42,0,0
fir,441,447835000,-40,1,1
legacy,441,447885000,-42,1,1
fir,442,448835000,-42,1,1
legacy,442,448885000,-46,1,1
fir,443,449835000,-38,1,1
legacy,443,449885000,-42,1,1
fir,444,450835000,42,0,0
legacy,444,450885000,42,0,0
fir,445,451835000,44,0,0
legacy,445,451885000,46,0,0
fir,446,452835000,36,0,0
legacy,446,452885000,42,0,0
fir,447,453835000,-40,1,1
legacy,447,453885000,-42,1,1
fir,448,454835000,-38,1,1
legacy,448,454885000,-40,1,1
fir,449,455835000,40,0,0
legacy,449,455885000,40,0,0
fir,450,456835000,-44,1,1
legacy,450,456885000,-40,1,1
fir,451,457835000,-38,1,1
legacy,451,457885000,-40,1,1
fir,452,458835000,40,0,0
legacy,452,458885000,40,0,0
fir,453,459835000,-44,1,1
legacy,453,459885000,-40,1,1
fir,454,460835000,-42,1,1
legacy,454,460885000,-46,1,1
fir,455,461835000,-38,1,1
legacy,455,461885000,-42,1,1
fir,456,462835000,42,0,0
legacy,456,462885000,42,0,0
fir,457,463835000,44,0,0
legacy,457,463885000,46,0,0
fir,458,464835000,36,0,0
legacy,458,464885000,40,0,0
fir,459,465835000,-38,1,1
legacy,459,465885000,-38,1,1
fir,460,466835000,42,0,0
legacy,460,466885000,38,0,0
fir,461,467835000,-42,1,1
legacy,461,467885000,-38,1,1
fir,462,468835000,44,0,0
legacy,462,468885000,40,0,0
fir,463,469835000,42,0,0
legacy,463,469885000,46,0,0
fir,464,470835000,44,0,0
legacy,464,470885000,46,0,0
fir,465,471835000,36,0,0
legacy,465,471885000,40,0,0
fir,466,472835000,-38,1,1
legacy,466,472885000,-40,1,1
fir,467,473835000,44,0,0
legacy,467,473885000,40,0,0
fir,468,474835000,44,0,0
legacy,468,474885000,46,0,0
fir,469,475835000,36,0,0
legacy,469,475885000,42,0,0
fir,470,476835000,-40,1,1
legacy,470,476885000,-42,1,1
fir,471,477835000,-38,1,1
legacy,471,477885000,-42,1,1
fir,472,478835000,42,0,0
legacy,472,478885000,42,0,0
fir,473,479835000,36,0,0
legacy,473,479885000,40,0,0
fir,474,480835000,-38,1,1
legacy,474,480885000,-38,1,1
fir,475,481835000,42,0,0
legacy,475,481885000,38,0,0
fir,476,482835000,-42,1,1
legacy,476,482885000,-38,1,1
fir,477,483835000,42,0,0
legacy,477,483885000,38,0,0
fir,478,484835000,-42,1,1
legacy,478,484885000,-38,1,1
fir,479,485835000,44,0,0
legacy,479,485885000,40,0,0
fir,480,486835000,42,0,0
legacy,480,486885000,46,0,0
fir,481,487835000,44,0,0
legacy,481,487885000,46,0,0
fir,482,488835000,36,0,0
legacy,482,488885000,42,0,0
fir,483,489835000,-40,1,1
legacy,483,489885000,-42,1,1
fir,484,490835000,-38,1,1
legacy,484,490885000,-40,1,1
fir,485,491835000,40,0,0
legacy,485,491885000,38,0,0
fir,486,492835000,-42,1,1
legacy,486,492885000,-38,1,1
fir,487,493835000,44,0,0
legacy,487,493885000,40,0,0
fir,488,494835000,36,0,0
legacy,488,494885000,42,0,0
fir,489,495835000,-40,1,1
legacy,489,495885000,-42,1,1
fir,490,496835000,-38,1,1
legacy,490,496885000,-40,1,1
fir,491,497835000,40,0,0
legacy,491,497885000,38,0,0
fir,492,498835000,-42,1,1
legacy,492,498885000,-38,1,1
fir,493,499835000,42,0,0
legacy,493,499885000,38,0,0
fir,494,500835000,-42,1,1
legacy,494,500885000,-38,1,1
fir,495,501835000,42,0,0
legacy,495,501885000,38,0,0
fir,496,502835000,-42,1,1
legacy,496,502885000,-38,1,1
fir,497,503835000,42,0,0
legacy,497,503885000,38,0,0
fir,498,504835000,-44,1,1
legacy,498,504885000,-40,1,1
fir,499,505835000,-42,1,1
legacy,499,505885000,-46,1,1
fir,500,506835000,-38,1,1
legacy,500,506885000,-42,1,1
fir,501,507835000,42,0,0
legacy,501,507885000,42,0,0
fir,502,508835000,42,0,0
legacy,502,508885000,46,0,0
fir,503,509835000,44,0,0
legacy,503,509885000,46,0,0
fir,504,510835000,36,0,0
legacy,504,510885000,42,0,0
fir,505,511835000,-40,1,1
legacy,505,511885000,-42,1,1
fir,506,512835000,-38,1,1
legacy,506,512885000,-40,1,1
fir,507,513835000,40,0,0
legacy,507,513885000,38,0,0
fir,508,514835000,-42,1,1
legacy,508,514885000,-38,1,1
fir,509,515835000,42,0,0
legacy,509,515885000,38,0,0
fir,510,516835000,-42,1,1
legacy,510,516885000,-38,1,1
fir,511,517835000,44,0,0
legacy,511,517885000,40,0,0
fir,512,518835000,36,0,0
legacy,512,518885000,40,0,0
fir,513,519835000,-38,1,1
legacy,513,519885000,-40,1,1
fir,514,520835000,44,0,0
legacy,514,520885000,40,0,0
fir,515,521835000,36,0,0
legacy,515,521885000,42,0,0
fir,516,522835000,-40,1,1
legacy,516,522885000,-42,1,1
fir,517,523835000,-42,1,1
legacy,517,523885000,-46,1,1
fir,518,524835000,-42,1,1
legacy,518,524885000,-48,1,1
fir,519,525835000,-42,1,1
legacy,519,525885000,-46,1,1
fir,520,526835000,-38,1,1
legacy,520,526885000,-40,1,1
fir,521,527835000,40,0,0
legacy,521,527885000,40,0,0
fir,522,528835000,-44,1,1
legacy,522,528885000,-40,1,1
fir,523,529835000,-42,1,1
legacy,523,529885000,-46,1,1
fir,524,530835000,-42,1,1
legacy,524,530885000,-48,1,1
fir,525,531835000,-42,1,1
legacy,525,531885000,-46,1,1
fir,526,532835000,-38,1,1
legacy,526,532885000,-42,1,1
fir,527,533835000,42,0,0
legacy,527,533885000,42,0,0
fir,528,534835000,36,0,0
legacy,528,534885000,42,0,0
fir,529,535835000,-40,1,1
legacy,529,535885000,-42,1,1
fir,530,536835000,-38,1,1
legacy,530,536885000,-42,1,1
fir,531,537835000,42,0,0
legacy,531,537885000,42,0,0
fir,532,538835000,42,0,0
legacy,532,538885000,46,0,0
fir,533,539835000,42,0,0
legacy,533,539885000,48,0,0
fir,534,540835000,44,0,0
legacy,534,540885000,46,0,0
fir,535,541835000,36,0,0
legacy,535,541885000,40,0,0
fir,536,542835000,-38,1,1
legacy,536,542885000,-38,1,1
fir,537,543835000,42,0,0
legacy,537,543885000,38,0,0
fir,538,544835000,-44,1,1
legacy,538,544885000,-40,1,1
fir,539,545835000,-42,1,1
legacy,539,545885000,-46,1,1
fir,540,546835000,-38,1,1
legacy,540,546885000,-42,1,1
fir,541,547835000,42,0,0
legacy,541,547885000,42,0,0
fir,542,548835000,36,0,0
legacy,542,548885000,42,0,0
fir,543,549835000,-40,1,1
legacy,543,549885000,-42,1,1
fir,544,550835000,-42,1,1
legacy,544,550885000,-46,1,1
fir,545,551835000,-38,1,1
legacy,545,551885000,-40,1,1
fir,546,552835000,40,0,0
legacy,546,552885000,40,0,0
fir,547,553835000,-44,1,1
legacy,547,553885000,-40,1,1
fir,548,554835000,-38,1,1
legacy,548,554885000,-40,1,1
fir,549,555835000,40,0,0
legacy,549,555885000,40,0,0
fir,550,556835000,-44,1,1
legacy,550,556885000,-40,1,1
fir,551,557835000,-38,1,1
legacy,551,557885000,-40,1,1
fir,552,558835000,40,0,0
legacy,552,558885000,38,0,0
fir,553,559835000,-42,1,1
legacy,553,559885000,-38,1,1
fir,554,560835000,44,0,0
legacy,554,560885000,40,0,0
fir,555,561835000,36,0,0
legacy,555,561885000,40,0,0
fir,556,562835000,-38,1,1
legacy,556,562885000,-38,1,1
fir,557,563835000,42,0,0
legacy,557,563885000,38,0,0
fir,558,564835000,-44,1,1
legacy,558,564885000,-40,1,1
fir,559,565835000,-42,1,1
legacy,559,565885000,-46,1,1
fir,560,566835000,-38,1,1
legacy,560,566885000,-40,1,1
fir,561,567835000,40,0,0
legacy,561,567885000,38,0,0
fir,562,568835000,-42,1,1
legacy,562,568885000,-38,1,1
fir,563,569835000,42,0,0
legacy,563,569885000,38,0,0
fir,564,570835000,-44,1,1
legacy,564,570885000,-40,1,1
fir,565,571835000,-42,1,1
legacy,565,571885000,-46,1,1
fir,566,572835000,-38,1,1
legacy,566,572885000,-40,1,1
fir,567,573835000,40,0,0
legacy,567,573885000,38,0,0
fir,568,574835000,-42,1,1
legacy,568,574885000,-38,1,1
fir,569,575835000,44,0,0
legacy,569,575885000,40,0,0
fir,570,576835000,44,0,0
legacy,570,576885000,46,0,0
fir,571,577835000,36,0,0
legacy,571,577885000,40,0,0
fir,572,578835000,-38,1,1
legacy,572,578885000,-40,1,1
fir,573,579835000,44,0,0
legacy,573,579885000,40,0,0
fir,574,580835000,42,0,0
legacy,574,580885000,46,0,0
fir,575,581835000,44,0,0
legacy,575,581885000,46,0,0
fir,576,582835000,36,0,0
legacy,576,582885000,42,0,0
fir,577,583835000,-40,1,1
legacy,577,583885000,-42,1,1
fir,578,584835000,-42,1,1
legacy,578,584885000,-46,1,1
fir,579,585835000,-38,1,1
legacy,579,585885000,-42,1,1
fir,580,586835000,42,0,0
legacy,580,586885000,42,0,0
fir,581,587835000,42,0,0
legacy,581,587885000,46,0,0
fir,582,588835000,42,0,0
legacy,582,588885000,48,0,0
fir,583,589835000,44,0,0
legacy,583,589885000,46,0,0
fir,584,590835000,36,0,0
legacy,584,590885000,42,0,0
fir,585,591835000,-40,1,1
legacy,585,591885000,-42,1,1
fir,586,592835000,-38,1,1
legacy,586,592885000,-40,1,1
fir,587,593835000,40,0,0
legacy,587,593885000,40,0,0
fir,588,594835000,-44,1,1
legacy,588,594885000,-40,1,1
fir,589,595835000,-38,1,1
legacy,589,595885000,-40,1,1
fir,590,596835000,40,0,0
legacy,590,596885000,40,0,0
fir,591,597835000,-44,1,1
legacy,591,597885000,-40,1,1
fir,592,598835000,-38,1,1
legacy,592,598885000,-40,1,1
fir,593,599835000,40,0,0
legacy,593,599885000,38,0,0
fir,594,600835000,-42,1,1
legacy,594,600885000,-38,1,1
fir,595,601835000,44,0,0
legacy,595,601885000,40,0,0
fir,596,602835000,42,0,0
legacy,596,602885000,46,0,0
fir,597,603835000,42,0,0
legacy,597,603885000,48,0,0
fir,598,604835000,44,0,0
legacy,598,604885000,46,0,0
fir,599,605835000,36,0,0
legacy,599,605885000,40,0,0
fir,600,606835000,-38,1,1
legacy,600,606885000,-40,1,1
fir,601,607835000,44,0,0
legacy,601,607885000,40,0,0
fir,602,608835000,36,0,0
legacy,602,608885000,42,0,0
fir,603,609835000,-40,1,1
legacy,603,609885000,-42,1,1
fir,604,610835000,-38,1,1
legacy,604,610885000,-42,1,1
fir,605,611835000,42,0,0
legacy,605,611885000,42,0,0
fir,606,612835000,44,0,0
legacy,606,612885000,46,0,0
fir,607,613835000,36,0,0
legacy,607,613885000,42,0,0
fir,608,614835000,-40,1,1
legacy,608,614885000,-42,1,1
fir,609,615835000,-38,1,1
legacy,609,615885000,-42,1,1
fir,610,616835000,42,0,0
legacy,610,616885000,42,0,0
fir,611,617835000,44,0,0
legacy,611,617885000,46,0,0
fir,612,618835000,36,0,0
legacy,612,618885000,40,0,0
fir,613,619835000,-38,1,1
legacy,613,619885000,-38,1,1
fir,614,620835000,42,0,0
legacy,614,620885000,38,0,0
fir,615,621835000,-42,1,1
legacy,615,621885000,-38,1,1
fir,616,622835000,42,0,0
legacy,616,622885000,38,0,0
fir,617,623835000,-42,1,1
legacy,617,623885000,-38,1,1
fir,618,624835000,42,0,0
legacy,618,624885000,38,0,0
fir,619,625835000,-44,1,1
legacy,619,625885000,-40,1,1
fir,620,626835000,-38,1,1
legacy,620,626885000,-42,1,1
fir,621,627835000,42,0,0
legacy,621,627885000,42,0,0
fir,622,628835000,36,0,0
legacy,622,628885000,42,0,0
fir,623,629835000,-40,1,1
legacy,623,629885000,-42,1,1
fir,624,630835000,-42,1,1
legacy,624,630885000,-46,1,1
fir,625,631835000,-38,1,1
legacy,625,631885000,-40,1,1
fir,626,632835000,40,0,0
legacy,626,632885000,38,0,0
fir,627,633835000,-42,1,1
legacy,627,633885000,-38,1,1
fir,628,634835000,42,0,0
legacy,628,634885000,38,0,0
fir,629,635835000,-44,1,1
legacy,629,635885000,-40,1,1
fir,630,636835000,-42,1,1
legacy,630,636885000,-46,1,1
fir,631,637835000,-38,1,1
legacy,631,637885000,-40,1,1
fir,632,638835000,40,0,0
legacy,632,638885000,40,0,0
fir,633,639835000,-44,1,1
legacy,633,639885000,-40,1,1
fir,634,640835000,-38,1,1
legacy,634,640885000,-40,1,1
fir,635,641835000,40,0,0
legacy,635,641885000,40,0,0
fir,636,642835000,-44,1,1
legacy,636,642885000,-40,1,1
fir,637,643835000,-38,1,1
legacy,637,643885000,-40,1,1
fir,638,644835000,40,0,0
legacy,638,644885000,40,0,0
fir,639,645835000,-44,1,1
legacy,639,645885000,-40,1,1
fir,640,646835000,-38,1,1
legacy,640,646885000,-40,1,1
fir,641,647835000,40,0,0
legacy,641,647885000,40,0,0
fir,642,648835000,-44,1,1
legacy,642,648885000,-40,1,1
fir,643,649835000,-42,1,1
legacy,643,649885000,-46,1,1
fir,644,650835000,-38,1,1
legacy,644,650885000,-42,1,1
fir,645,651835000,42,0,0
legacy,645,651885000,42,0,0
fir,646,652835000,36,0,0
legacy,646,652885000,42,0,0
fir,647,653835000,-40,1,1
legacy,647,653885000,-42,1,1
fir,648,654835000,-42,1,1
legacy,648,654885000,-46,1,1
fir,649,655835000,-38,1,1
legacy,649,655885000,-40,1,1
fir,650,656835000,40,0,0
legacy,650,656885000,40,0,0
fir,651,657835000,-44,1,1
legacy,651,657885000,-40,1,1
fir,652,658835000,-42,1,1
legacy,652,658885000,-46,1,1
fir,653,659835000,-42,1,1
legacy,653,659885000,-46,1,1
fir,654,660835000,-38,1,1
legacy,654,660885000,-40,1,1
fir,655,661835000,40,0,0
legacy,655,661885000,40,0,0
fir,656,662835000,-44,1,1
legacy,656,662885000,-40,1,1
fir,657,663835000,-42,1,1
legacy,657,663885000,-46,1,1
fir,658,664835000,-38,1,1
legacy,658,664885000,-40,1,1
fir,659,665835000,40,0,0
legacy,659,665885000,38,0,0
fir,660,666835000,-42,1,1
legacy,660,666885000,-38,1,1
fir,661,667835000,44,0,0
legacy,661,667885000,40,0,0
fir,662,668835000,44,0,0
legacy,662,668885000,46,0,0
fir,663,669835000,36,0,0
legacy,663,669885000,40,0,0
fir,664,670835000,-38,1,1
legacy,664,670885000,-38,1,1
fir,665,671835000,42,0,0
legacy,665,671885000,38,0,0
fir,666,672835000,-44,1,1
legacy,666,672885000,-40,1,1
fir,667,673835000,-42,1,1
legacy,667,673885000,-46,1,1
fir,668,674835000,-42,1,1
legacy,668,674885000,-46,1,1
fir,669,675835000,-38,1,1
legacy,669,675885000,-40,1,1
fir,670,676835000,40,0,0
legacy,670,676885000,38,0,0
fir,671,677835000,-42,1,1
legacy,671,677885000,-38,1,1
fir,672,678835000,42,0,0
legacy,672,678885000,38,0,0
fir,673,679835000,-44,1,1
legacy,673,679885000,-40,1,1
fir,674,680835000,-38,1,1
legacy,674,680885000,-40,1,1
fir,675,681835000,40,0,0
legacy,675,681885000,38,0,0
fir,676,682835000,-42,1,1
legacy,676,682885000,-38,1,1
fir,677,683835000,42,0,0
legacy,677,683885000,38,0,0
fir,678,684835000,-44,1,1
legacy,678,684885000,-40,1,1
fir,679,685835000,-42,1,1
legacy,679,685885000,-46,1,1
fir,680,686835000,-38,1,1
legacy,680,686885000,-40,1,1
fir,681,687835000,40,0,0
legacy,681,687885000,38,0,0
fir,682,688835000,-42,1,1
legacy,682,688885000,-38,1,1
fir,683,689835000,44,0,0
legacy,683,689885000,40,0,0
fir,684,690835000,44,0,0
legacy,684,690885000,46,0,0
fir,685,691835000,36,0,0
legacy,685,691885000,42,0,0
fir,686,692835000,-40,1,1
legacy,686,692885000,-42,1,1
fir,687,693835000,-38,1,1
legacy,687,693885000,-40,1,1
fir,688,694835000,40,0,0
legacy,688,694885000,40,0,0
fir,689,695835000,-44,1,1
legacy,689,695885000,-40,1,1
fir,690,696835000,-38,1,1
legacy,690,696885000,-40,1,1
fir,691,697835000,40,0,0
legacy,691,697885000,38,0,0
fir,692,698835000,-42,1,1
legacy,692,698885000,-38,1,1
fir,693,699835000,42,0,0
legacy,693,699885000,38,0,0
fir,694,700835000,-44,1,1
legacy,694,700885000,-40,1,1
fir,695,701835000,-38,1,1
legacy,695,701885000,-42,1,1
fir,696,702835000,42,0,0
legacy,696,702885000,42,0,0
fir,697,703835000,42,0,0
legacy,697,703885000,46,0,0
fir,698,704835000,44,0,0
legacy,698,704885000,46,0,0
fir,699,705835000,36,0,0
legacy,699,705885000,42,0,0
fir,700,706835000,-40,1,1
legacy,700,706885000,-42,1,1
fir,701,707835000,-38,1,1
legacy,701,707885000,-42,1,1
fir,702,708835000,42,0,0
legacy,702,708885000,42,0,0
fir,703,709835000,36,0,0
legacy,703,709885000,42,0,0
fir,704,710835000,-40,1,1
legacy,704,710885000,-42,1,1
fir,705,711835000,-38,1,1
legacy,705,711885000,-42,1,1
fir,706,712835000,42,0,0
legacy,706,712885000,42,0,0
fir,707,713835000,36,0,0
legacy,707,713885000,40,0,0
fir,708,714835000,-38,1,1
legacy,708,714885000,-38,1,1
fir,709,715835000,42,0,0
legacy,709,715885000,38,0,0
fir,710,716835000,-42,1,1
legacy,710,716885000,-38,1,1
fir,711,717835000,42,0,0
legacy,711,717885000,38,0,0
fir,712,718835000,-42,1,1
legacy,712,718885000,-38,1,1
fir,713,719835000,44,0,0
legacy,713,719885000,40,0,0
fir,714,720835000,42,0,0
legacy,714,720885000,46,0,0
fir,715,721835000,44,0,0
legacy,715,721885000,46,0,0
fir,716,722835000,36,0,0
legacy,716,722885000,42,0,0
fir,717,723835000,-40,1,1
legacy,717,723885000,-42,1,1
fir,718,724835000,-42,1,1
legacy,718,724885000,-46,1,1
fir,719,725835000,-38,1,1
legacy,719,725885000,-40,1,1
fir,720,726835000,40,0,0
legacy,720,726885000,38,0,0
fir,721,727835000,-42,1,1
legacy,721,727885000,-38,1,1
fir,722,728835000,44,0,0
legacy,722,728885000,40,0,0
fir,723,729835000,42,0,0
legacy,723,729885000,46,0,0
fir,724,730835000,44,0,0
legacy,724,730885000,46,0,0
fir,725,731835000,36,0,0
legacy,725,731885000,40,0,0
fir,726,732835000,-38,1,1
legacy,726,732885000,-38,1,1
fir,727,733835000,42,0,0
legacy,727,733885000,38,0,0
fir,728,734835000,-42,1,1
legacy,728,734885000,-38,1,1
fir,729,735835000,42,0,0
legacy,729,735885000,38,0,0
fir,730,736835000,-44,1,1
legacy,730,736885000,-40,1,1
fir,731,737835000,-38,1,1
legacy,731,737885000,-40,1,1
fir,732,738835000,40,0,0
legacy,732,738885000,40,0,0
fir,733,739835000,-44,1,1
legacy,733,739885000,-40,1,1
fir,734,740835000,-38,1,1
legacy,734,740885000,-42,1,1
fir,735,741835000,42,0,0
legacy,735,741885000,42,0,0
fir,736,742835000,36,0,0
legacy,736,742885000,42,0,0
fir,737,743835000,-40,1,1
legacy,737,743885000,-42,1,1
fir,738,744835000,-42,1,1
legacy,738,744885000,-46,1,1
fir,739,745835000,-42,1,1
legacy,739,745885000,-48,1,1
fir,740,746835000,-42,1,1
legacy,740,746885000,-46,1,1
fir,741,747835000,-38,1,1
legacy,741,747885000,-40,1,1
fir,742,748835000,40,0,0
legacy,742,748885000,38,0,0
fir,743,749835000,-42,1,1
legacy,743,749885000,-38,1,1
fir,744,750835000,44,0,0
legacy,744,750885000,40,0,0
fir,745,751835000,44,0,0
legacy,745,751885000,46,0,0
fir,746,752835000,36,0,0
legacy,746,752885000,42,0,0
fir,747,753835000,-40,1,1
legacy,747,753885000,-42,1,1
fir,748,754835000,-38,1,1
legacy,748,754885000,-42,1,1
fir,749,755835000,42,0,0
legacy,749,755885000,42,0,0
fir,750,756835000,36,0,0
legacy,750,756885000,40,0,0
fir,751,757835000,-38,1,1
legacy,751,757885000,-40,1,1
fir,752,758835000,44,0,0
legacy,752,758885000,40,0,0
fir,753,759835000,36,0,0
legacy,753,759885000,42,0,0
fir,754,760835000,-40,1,1
legacy,754,760885000,-42,1,1
fir,755,761835000,-38,1,1
legacy,755,761885000,-42,1,1
fir,756,762835000,42,0,0
legacy,756,762885000,42,0,0
fir,757,763835000,42,0,0
legacy,757,763885000,46,0,0
fir,758,764835000,44,0,0
legacy,758,764885000,46,0,0
fir,759,765835000,36,0,0
legacy,759,765885000,40,0,0
fir,760,766835000,-38,1,1
legacy,760,766885000,-40,1,1
fir,761,767835000,44,0,0
legacy,761,767885000,40,0,0
fir,762,768835000,42,0,0
legacy,762,768885000,46,0,0
fir,763,769835000,44,0,0
legacy,763,769885000,46,0,0
fir,764,770835000,36,0,0
legacy,764,770885000,40,0,0
fir,765,771835000,-38,1,1
legacy,765,771885000,-40,1,1
fir,766,772835000,44,0,0
legacy,766,772885000,40,0,0
fir,767,773835000,42,0,0
legacy,767,773885000,46,0,0
fir,768,774835000,42,0,0
legacy,768,774885000,48,0,0
fir,769,775835000,44,0,0
legacy,769,775885000,46,0,0
fir,770,776835000,36,0,0
legacy,770,776885000,42,0,0
fir,771,777835000,-40,1,1
legacy,771,777885000,-42,1,1
fir,772,778835000,-42,1,1
legacy,772,778885000,-46,1,1
fir,773,779835000,-42,1,1
legacy,773,779885000,-48,1,1
fir,774,780835000,-42,1,1
legacy,774,780885000,-48,1,1
fir,775,781835000,-42,1,1
legacy,775,781885000,-48,1,1
fir,776,782835000,-42,1,1
legacy,776,782885000,-46,1,1
fir,777,783835000,-38,1,1
legacy,777,783885000,-40,1,1
fir,778,784835000,40,0,0
legacy,778,784885000,40,0,0
fir,779,785835000,-44,1,1
legacy,779,785885000,-40,1,1
fir,780,786835000,-38,1,1
legacy,780,786885000,-42,1,1
fir,781,787835000,42,0,0
legacy,781,787885000,42,0,0
fir,782,788835000,36,0,0
legacy,782,788885000,40,0,0
fir,783,789835000,-38,1,1
legacy,783,789885000,-40,1,1
fir,784,790835000,44,0,0
legacy,784,790885000,40,0,0
fir,785,791835000,44,0,0
legacy,785,791885000,46,0,0
fir,786,792835000,36,0,0
legacy,786,792885000,40,0,0
fir,787,793835000,-38,1,1
legacy,787,793885000,-40,1,1
fir,788,794835000,44,0,0
legacy,788,794885000,40,0,0
fir,789,795835000,42,0,0
legacy,789,795885000,46,0,0
fir,790,796835000,42,0,0
legacy,790,796885000,48,0,0
fir,791,797835000,44,0,0
legacy,791,797885000,46,0,0
fir,792,798835000,36,0,0
legacy,792,798885000,40,0,0
fir,793,799835000,-38,1,1
legacy,793,799885000,-38,1,1
fir,794,800835000,42,0,0
legacy,794,800885000,38,0,0
fir,795,801835000,-42,1,1
legacy,795,801885000,-38,1,1
fir,796,802835000,42,0,0
legacy,796,802885000,38,0,0
fir,797,803835000,-42,1,1
legacy,797,803885000,-38,1,1
fir,798,804835000,44,0,0
legacy,798,804885000,40,0,0
fir,799,805835000,42,0,0
legacy,799,805885000,46,0,0
fir,800,806835000,42,0,0
legacy,800,806885000,48,0,0
fir,801,807835000,44,0,0
legacy,801,807885000,46,0,0
fir,802,808835000,36,0,0
legacy,802,808885000,42,0,0
fir,803,809835000,-40,1,1
legacy,803,809885000,-42,1,1
fir,804,810835000,-42,1,1
legacy,804,810885000,-46,1,1
fir,805,811835000,-42,1,1
legacy,805,811885000,-48,1,1
fir,806,812835000,-42,1,1
legacy,806,812885000,-46,1,1
fir,807,813835000,-38,1,1
legacy,807,813885000,-40,1,1
fir,808,814835000,40,0,0
legacy,808,814885000,40,0,0
fir,809,815835000,-44,1,1
legacy,809,815885000,-40,1,1
fir,810,816835000,-38,1,1
legacy,810,816885000,-40,1,1
fir,811,817835000,40,0,0
legacy,811,817885000,38,0,0
fir,812,818835000,-42,1,1
legacy,812,818885000,-38,1,1
fir,813,819835000,44,0,0
legacy,813,819885000,40,0,0
fir,814,820835000,44,0,0
legacy,814,820885000,46,0,0
fir,815,821835000,36,0,0
legacy,815,821885000,42,0,0
fir,816,822835000,-40,1,1
legacy,816,822885000,-42,1,1
fir,817,823835000,-38,1,1
legacy,817,823885000,-42,1,1
fir,818,824835000,42,0,0
legacy,818,824885000,42,0,0
fir,819,825835000,36,0,0
legacy,819,825885000,40,0,0
fir,820,826835000,-38,1,1
legacy,820,826885000,-38,1,1
fir,821,827835000,42,0,0
legacy,821,827885000,38,0,0
fir,822,828835000,-42,1,1
legacy,822,828885000,-38,1,1
fir,823,829835000,44,0,0
legacy,823,829885000,40,0,0
fir,824,830835000,36,0,0
legacy,824,830885000,40,0,0
fir,825,831835000,-38,1,1
legacy,825,831885000,-40,1,1
fir,826,832835000,44,0,0
legacy,826,832885000,40,0,0
fir,827,833835000,36,0,0
legacy,827,833885000,40,0,0
fir,828,834835000,-38,1,1
legacy,828,834885000,-38,1,1
fir,829,835835000,42,0,0
legacy,829,835885000,38,0,0
fir,830,836835000,-42,1,1
legacy,830,836885000,-38,1,1
fir,831,837835000,44,0,0
legacy,831,837885000,40,0,0
fir,832,838835000,44,0,0
legacy,832,838885000,46,0,0
fir,833,839835000,36,0,0
legacy,833,839885000,42,0,0
fir,834,840835000,-40,1,1
legacy,834,840885000,-42,1,1
fir,835,841835000,-38,1,1
legacy,835,841885000,-42,1,1
fir,836,842835000,42,0,0
legacy,836,842885000,42,0,0
fir,837,843835000,36,0,0
legacy,837,843885000,42,0,0
fir,838,844835000,-40,1,1
legacy,838,844885000,-42,1,1
fir,839,845835000,-42,1,1
legacy,839,845885000,-46,1,1
fir,840,846835000,-42,1,1
