filter,rx_index,time_ps,softOut,rx_bit,tx_bit
fir,5576,5582835000,-42,1,1
legacy,5576,5582885000,-46,1,1
fir,5577,5583835000,-42,1,1
legacy,5577,5583885000,-46,1,1
fir,5578,5584835000,-38,1,1
legacy,5578,5584885000,-42,1,1
fir,5579,5585835000,42,0,0
legacy,5579,5585885000,42,0,0
fir,5580,5586835000,44,0,0
legacy,5580,5586885000,46,0,0
fir,5581,5587835000,36,0,0
legacy,5581,5587885000,40,0,0
fir,5582,5588835000,-38,1,1
legacy,5582,5588885000,-40,1,1
fir,5583,5589835000,44,0,0
legacy,5583,5589885000,40,0,0
fir,5584,5590835000,44,0,0
legacy,5584,5590885000,46,0,0
fir,5585,5591835000,38,0,0
legacy,5585,5591885000,40,0,0
fir,5586,5592835000,-40,1,1
legacy,5586,5592885000,-38,1,1
fir,5587,5593835000,42,0,0
legacy,5587,5593885000,38,0,0
fir,5588,5594835000,-44,1,1
legacy,5588,5594885000,-40,1,1
fir,5589,5595835000,-42,1,1
legacy,5589,5595885000,-46,1,1
fir,5590,5596835000,-38,1,1
legacy,5590,5596885000,-40,1,1
fir,5591,5597835000,40,0,0
legacy,5591,5597885000,40,0,0
fir,5592,5598835000,-44,1,1
legacy,5592,5598885000,-40,1,1
fir,5593,5599835000,-42,1,1
legacy,5593,5599885000,-46,1,1
fir,5594,5600835000,-44,1,1
legacy,5594,5600885000,-46,1,1
fir,5595,5601835000,-38,1,1
legacy,5595,5601885000,-40,1,1
fir,5596,5602835000,40,0,0
legacy,5596,5602885000,40,0,0
fir,5597,5603835000,-44,1,1
legacy,5597,5603885000,-40,1,1
fir,5598,5604835000,-42,1,1
legacy,5598,5604885000,-46,1,1
fir,5599,5605835000,-38,1,1
legacy,5599,5605885000,-40,1,1
fir,5600,5606835000,40,0,0
legacy,5600,5606885000,38,0,0
fir,5601,5607835000,-42,1,1
legacy,5601,5607885000,-38,1,1
fir,5602,5608835000,42,0,0
legacy,5602,5608885000,38,0,0
fir,5603,5609835000,-44,1,1
legacy,5603,5609885000,-40,1,1
fir,5604,5610835000,-38,1,1
legacy,5604,5610885000,-42,1,1
fir,5605,5611835000,42,0,0
legacy,5605,5611885000,42,0,0
fir,5606,5612835000,36,0,0
legacy,5606,5612885000,42,0,0
fir,5607,5613835000,-40,1,1
legacy,5607,5613885000,-42,1,1
fir,5608,5614835000,-38,1,1
legacy,5608,5614885000,-40,1,1
fir,5609,5615835000,40,0,0
legacy,5609,5615885000,38,0,0
fir,5610,5616835000,-42,1,1
legacy,5610,5616885000,-38,1,1
fir,5611,5617835000,44,0,0
legacy,5611,5617885000,40,0,0
fir,5612,5618835000,44,0,0
legacy,5612,5618885000,46,0,0
fir,5613,5619835000,36,0,0
legacy,5613,5619885000,40,0,0
fir,5614,5620835000,-38,1,1
legacy,5614,5620885000,-38,1,1
fir,5615,5621835000,42,0,0
legacy,5615,5621885000,38,0,0
fir,5616,5622835000,-42,1,1
legacy,5616,5622885000,-38,1,1
fir,5617,5623835000,42,0,0
legacy,5617,5623885000,38,0,0
fir,5618,5624835000,-44,1,1
legacy,5618,5624885000,-40,1,1
fir,5619,5625835000,-38,1,1
legacy,5619,5625885000,-42,1,1
fir,5620,5626835000,42,0,0
legacy,5620,5626885000,42,0,0
fir,5621,5627835000,42,0,0
legacy,5621,5627885000,46,0,0
fir,5622,5628835000,42,0,0
legacy,5622,5628885000,48,0,0
fir,5623,5629835000,42,0,0
legacy,5623,5629885000,48,0,0
fir,5624,5630835000,42,0,0
legacy,5624,5630885000,48,0,0
fir,5625,5631835000,44,0,0
legacy,5625,5631885000,46,0,0
fir,5626,5632835000,38,0,0
legacy,5626,5632885000,42,0,0
fir,5627,5633835000,-42,1,1
legacy,5627,5633885000,-42,1,1
fir,5628,5634835000,-42,1,1
legacy,5628,5634885000,-46,1,1
fir,5629,5635835000,-38,1,1
legacy,5629,5635885000,-42,1,1
fir,5630,5636835000,42,0,0
legacy,5630,5636885000,42,0,0
fir,5631,5637835000,36,0,0
legacy,5631,5637885000,40,0,0
fir,5632,5638835000,-38,1,1
legacy,5632,5638885000,-40,1,1
fir,5633,5639835000,44,0,0
legacy,5633,5639885000,40,0,0
fir,5634,5640835000,38,0,0
legacy,5634,5640885000,40,0,0
fir,5635,5641835000,-40,1,1
legacy,5635,5641885000,-38,1,1
fir,5636,5642835000,42,0,0
legacy,5636,5642885000,38,0,0
fir,5637,5643835000,-42,1,1
legacy,5637,5643885000,-38,1,1
fir,5638,5644835000,44,0,0
legacy,5638,5644885000,40,0,0
fir,5639,5645835000,38,0,0
legacy,5639,5645885000,40,0,0
fir,5640,5646835000,-40,1,1
legacy,5640,5646885000,-38,1,1
fir,5641,5647835000,42,0,0
legacy,5641,5647885000,38,0,0
fir,5642,5648835000,-42,1,1
legacy,5642,5648885000,-38,1,1
fir,5643,5649835000,44,0,0
legacy,5643,5649885000,40,0,0
fir,5644,5650835000,42,0,0
legacy,5644,5650885000,46,0,0
fir,5645,5651835000,42,0,0
legacy,5645,5651885000,48,0,0
fir,5646,5652835000,42,0,0
legacy,5646,5652885000,48,0,0
fir,5647,5653835000,42,0,0
legacy,5647,5653885000,48,0,0
fir,5648,5654835000,44,0,0
legacy,5648,5654885000,46,0,0
fir,5649,5655835000,36,0,0
legacy,5649,5655885000,40,0,0
fir,5650,5656835000,-38,1,1
legacy,5650,5656885000,-38,1,1
fir,5651,5657835000,42,0,0
legacy,5651,5657885000,38,0,0
fir,5652,5658835000,-42,1,1
legacy,5652,5658885000,-38,1,1
fir,5653,5659835000,44,0,0
legacy,5653,5659885000,40,0,0
fir,5654,5660835000,38,0,0
legacy,5654,5660885000,40,0,0
fir,5655,5661835000,-40,1,1
legacy,5655,5661885000,-38,1,1
fir,5656,5662835000,42,0,0
legacy,5656,5662885000,38,0,0
fir,5657,5663835000,-44,1,1
legacy,5657,5663885000,-40,1,1
fir,5658,5664835000,-42,1,1
legacy,5658,5664885000,-46,1,1
fir,5659,5665835000,-42,1,1
legacy,5659,5665885000,-48,1,1
fir,5660,5666835000,-44,1,1
legacy,5660,5666885000,-46,1,1
fir,5661,5667835000,-38,1,1
legacy,5661,5667885000,-40,1,1
fir,5662,5668835000,40,0,0
legacy,5662,5668885000,38,0,0
fir,5663,5669835000,-42,1,1
legacy,5663,5669885000,-38,1,1
fir,5664,5670835000,44,0,0
legacy,5664,5670885000,40,0,0
fir,5665,5671835000,42,0,0
legacy,5665,5671885000,46,0,0
fir,5666,5672835000,44,0,0
legacy,5666,5672885000,46,0,0
fir,5667,5673835000,36,0,0
legacy,5667,5673885000,42,0,0
fir,5668,5674835000,-40,1,1
legacy,5668,5674885000,-42,1,1
fir,5669,5675835000,-42,1,1
legacy,5669,5675885000,-46,1,1
fir,5670,5676835000,-38,1,1
legacy,5670,5676885000,-40,1,1
fir,5671,5677835000,40,0,0
legacy,5671,5677885000,38,0,0
fir,5672,5678835000,-42,1,1
legacy,5672,5678885000,-38,1,1
fir,5673,5679835000,42,0,0
legacy,5673,5679885000,38,0,0
fir,5674,5680835000,-42,1,1
legacy,5674,5680885000,-38,1,1
fir,5675,5681835000,42,0,0
legacy,5675,5681885000,38,0,0
fir,5676,5682835000,-44,1,1
legacy,5676,5682885000,-40,1,1
fir,5677,5683835000,-38,1,1
legacy,5677,5683885000,-40,1,1
fir,5678,5684835000,40,0,0
legacy,5678,5684885000,40,0,0
fir,5679,5685835000,-44,1,1
legacy,5679,5685885000,-40,1,1
fir,5680,5686835000,-42,1,1
legacy,5680,5686885000,-46,1,1
fir,5681,5687835000,-42,1,1
legacy,5681,5687885000,-46,1,1
fir,5682,5688835000,-38,1,1
legacy,5682,5688885000,-42,1,1
fir,5683,5689835000,42,0,0
legacy,5683,5689885000,42,0,0
fir,5684,5690835000,44,0,0
legacy,5684,5690885000,46,0,0
fir,5685,5691835000,36,0,0
legacy,5685,5691885000,42,0,0
fir,5686,5692835000,-40,1,1
legacy,5686,5692885000,-42,1,1
fir,5687,5693835000,-42,1,1
legacy,5687,5693885000,-46,1,1
fir,5688,5694835000,-38,1,1
legacy,5688,5694885000,-42,1,1
fir,5689,5695835000,42,0,0
legacy,5689,5695885000,42,0,0
fir,5690,5696835000,36,0,0
legacy,5690,5696885000,42,0,0
fir,5691,5697835000,-40,1,1
legacy,5691,5697885000,-42,1,1
fir,5692,5698835000,-44,1,1
legacy,5692,5698885000,-46,1,1
fir,5693,5699835000,-38,1,1
legacy,5693,5699885000,-42,1,1
fir,5694,5700835000,42,0,0
legacy,5694,5700885000,42,0,0
fir,5695,5701835000,38,0,0
legacy,5695,5701885000,42,0,0
fir,5696,5702835000,-42,1,1
legacy,5696,5702885000,-42,1,1
fir,5697,5703835000,-38,1,1
legacy,5697,5703885000,-42,1,1
fir,5698,5704835000,42,0,0
legacy,5698,5704885000,42,0,0
fir,5699,5705835000,38,0,0
legacy,5699,5705885000,40,0,0
fir,5700,5706835000,-40,1,1
legacy,5700,5706885000,-40,1,1
fir,5701,5707835000,44,0,0
legacy,5701,5707885000,40,0,0
fir,5702,5708835000,42,0,0
legacy,5702,5708885000,46,0,0
fir,5703,5709835000,42,0,0
legacy,5703,5709885000,48,0,0
fir,5704,5710835000,42,0,0
legacy,5704,5710885000,48,0,0
fir,5705,5711835000,44,0,0
legacy,5705,5711885000,46,0,0
fir,5706,5712835000,38,0,0
legacy,5706,5712885000,40,0,0
fir,5707,5713835000,-40,1,1
legacy,5707,5713885000,-40,1,1
fir,5708,5714835000,44,0,0
legacy,5708,5714885000,40,0,0
fir,5709,5715835000,42,0,0
legacy,5709,5715885000,46,0,0
fir,5710,5716835000,44,0,0
legacy,5710,5716885000,46,0,0
fir,5711,5717835000,38,0,0
legacy,5711,5717885000,40,0,0
fir,5712,5718835000,-40,1,1
legacy,5712,5718885000,-38,1,1
fir,5713,5719835000,42,0,0
legacy,5713,5719885000,38,0,0
fir,5714,5720835000,-42,1,1
legacy,5714,5720885000,-38,1,1
fir,5715,5721835000,44,0,0
legacy,5715,5721885000,40,0,0
fir,5716,5722835000,36,0,0
legacy,5716,5722885000,42,0,0
fir,5717,5723835000,-40,1,1
legacy,5717,5723885000,-42,1,1
fir,5718,5724835000,-38,1,1
legacy,5718,5724885000,-40,1,1
fir,5719,5725835000,40,0,0
legacy,5719,5725885000,40,0,0
fir,5720,5726835000,-44,1,1
legacy,5720,5726885000,-40,1,1
fir,5721,5727835000,-38,1,1
legacy,5721,5727885000,-40,1,1
fir,5722,5728835000,40,0,0
legacy,5722,5728885000,40,0,0
fir,5723,5729835000,-44,1,1
legacy,5723,5729885000,-40,1,1
fir,5724,5730835000,-38,1,1
legacy,5724,5730885000,-42,1,1
fir,5725,5731835000,42,0,0
legacy,5725,5731885000,42,0,0
fir,5726,5732835000,44,0,0
legacy,5726,5732885000,46,0,0
fir,5727,5733835000,38,0,0
legacy,5727,5733885000,42,0,0
fir,5728,5734835000,-42,1,1
legacy,5728,5734885000,-42,1,1
fir,5729,5735835000,-38,1,1
legacy,5729,5735885000,-40,1,1
fir,5730,5736835000,40,0,0
legacy,5730,5736885000,40,0,0
fir,5731,5737835000,-44,1,1
legacy,5731,5737885000,-40,1,1
fir,5732,5738835000,-42,1,1
legacy,5732,5738885000,-46,1,1
fir,5733,5739835000,-38,1,1
legacy,5733,5739885000,-40,1,1
fir,5734,5740835000,40,0,0
legacy,5734,5740885000,40,0,0
fir,5735,5741835000,-44,1,1
legacy,5735,5741885000,-40,1,1
fir,5736,5742835000,-38,1,1
legacy,5736,5742885000,-42,1,1
fir,5737,5743835000,42,0,0
legacy,5737,5743885000,42,0,0
fir,5738,5744835000,36,0,0
legacy,5738,5744885000,42,0,0
fir,5739,5745835000,-40,1,1
legacy,5739,5745885000,-42,1,1
fir,5740,5746835000,-38,1,1
legacy,5740,5746885000,-40,1,1
fir,5741,5747835000,40,0,0
legacy,5741,5747885000,40,0,0
fir,5742,5748835000,-44,1,1
legacy,5742,5748885000,-40,1,1
fir,5743,5749835000,-42,1,1
legacy,5743,5749885000,-46,1,1
fir,5744,5750835000,-42,1,1
legacy,5744,5750885000,-46,1,1
fir,5745,5751835000,-38,1,1
legacy,5745,5751885000,-40,1,1
fir,5746,5752835000,40,0,0
legacy,5746,5752885000,40,0,0
fir,5747,5753835000,-44,1,1
legacy,5747,5753885000,-40,1,1
fir,5748,5754835000,-38,1,1
legacy,5748,5754885000,-42,1,1
fir,5749,5755835000,42,0,0
legacy,5749,5755885000,42,0,0
fir,5750,5756835000,38,0,0
legacy,5750,5756885000,40,0,0
fir,5751,5757835000,-40,1,1
legacy,5751,5757885000,-40,1,1
fir,5752,5758835000,44,0,0
legacy,5752,5758885000,40,0,0
fir,5753,5759835000,36,0,0
legacy,5753,5759885000,42,0,0
fir,5754,5760835000,-40,1,1
legacy,5754,5760885000,-42,1,1
fir,5755,5761835000,-42,1,1
legacy,5755,5761885000,-46,1,1
fir,5756,5762835000,-42,1,1
legacy,5756,5762885000,-48,1,1
fir,5757,5763835000,-42,1,1
legacy,5757,5763885000,-46,1,1
fir,5758,5764835000,-38,1,1
legacy,5758,5764885000,-42,1,1
fir,5759,5765835000,42,0,0
legacy,5759,5765885000,42,0,0
fir,5760,5766835000,44,0,0
legacy,5760,5766885000,46,0,0
fir,5761,5767835000,38,0,0
legacy,5761,5767885000,40,0,0
fir,5762,5768835000,-40,1,1
legacy,5762,5768885000,-38,1,1
fir,5763,5769835000,42,0,0
legacy,5763,5769885000,38,0,0
fir,5764,5770835000,-44,1,1
legacy,5764,5770885000,-40,1,1
fir,5765,5771835000,-42,1,1
legacy,5765,5771885000,-46,1,1
fir,5766,5772835000,-42,1,1
legacy,5766,5772885000,-46,1,1
fir,5767,5773835000,-38,1,1
legacy,5767,5773885000,-40,1,1
fir,5768,5774835000,40,0,0
legacy,5768,5774885000,40,0,0
fir,5769,5775835000,-44,1,1
legacy,5769,5775885000,-40,1,1
fir,5770,5776835000,-42,1,1
legacy,5770,5776885000,-46,1,1
fir,5771,5777835000,-42,1,1
legacy,5771,5777885000,-48,1,1
fir,5772,5778835000,-42,1,1
legacy,5772,5778885000,-48,1,1
fir,5773,5779835000,-42,1,1
legacy,5773,5779885000,-48,1,1
fir,5774,5780835000,-44,1,1
legacy,5774,5780885000,-46,1,1
fir,5775,5781835000,-38,1,1
legacy,5775,5781885000,-40,1,1
fir,5776,5782835000,40,0,0
legacy,5776,5782885000,40,0,0
fir,5777,5783835000,-44,1,1
legacy,5777,5783885000,-40,1,1
fir,5778,5784835000,-42,1,1
legacy,5778,5784885000,-46,1,1
fir,5779,5785835000,-38,1,1
legacy,5779,5785885000,-40,1,1
fir,5780,5786835000,40,0,0
legacy,5780,5786885000,38,0,0
fir,5781,5787835000,-42,1,1
legacy,5781,5787885000,-38,1,1
fir,5782,5788835000,42,0,0
legacy,5782,5788885000,38,0,0
fir,5783,5789835000,-42,1,1
legacy,5783,5789885000,-38,1,1
fir,5784,5790835000,44,0,0
legacy,5784,5790885000,40,0,0
fir,5785,5791835000,36,0,0
legacy,5785,5791885000,42,0,0
fir,5786,5792835000,-40,1,1
legacy,5786,5792885000,-42,1,1
fir,5787,5793835000,-38,1,1
legacy,5787,5793885000,-42,1,1
fir,5788,5794835000,42,0,0
legacy,5788,5794885000,42,0,0
fir,5789,5795835000,44,0,0
legacy,5789,5795885000,46,0,0
fir,5790,5796835000,38,0,0
legacy,5790,5796885000,40,0,0
fir,5791,5797835000,-40,1,1
legacy,5791,5797885000,-40,1,1
fir,5792,5798835000,44,0,0
legacy,5792,5798885000,40,0,0
fir,5793,5799835000,38,0,0
legacy,5793,5799885000,40,0,0
fir,5794,5800835000,-40,1,1
legacy,5794,5800885000,-40,1,1
fir,5795,5801835000,44,0,0
legacy,5795,5801885000,40,0,0
fir,5796,5802835000,44,0,0
legacy,5796,5802885000,46,0,0
fir,5797,5803835000,36,0,0
legacy,5797,5803885000,40,0,0
fir,5798,5804835000,-38,1,1
legacy,5798,5804885000,-40,1,1
fir,5799,5805835000,44,0,0
legacy,5799,5805885000,40,0,0
fir,5800,5806835000,44,0,0
legacy,5800,5806885000,46,0,0
fir,5801,5807835000,38,0,0
legacy,5801,5807885000,40,0,0
fir,5802,5808835000,-40,1,1
legacy,5802,5808885000,-40,1,1
fir,5803,5809835000,44,0,0
legacy,5803,5809885000,40,0,0
fir,5804,5810835000,38,0,0
legacy,5804,5810885000,40,0,0
fir,5805,5811835000,-40,1,1
legacy,5805,5811885000,-40,1,1
fir,5806,5812835000,44,0,0
legacy,5806,5812885000,40,0,0
fir,5807,5813835000,42,0,0
legacy,5807,5813885000,46,0,0
fir,5808,5814835000,44,0,0
legacy,5808,5814885000,46,0,0
fir,5809,5815835000,38,0,0
legacy,5809,5815885000,42,0,0
fir,5810,5816835000,-42,1,1
legacy,5810,5816885000,-42,1,1
fir,5811,5817835000,-38,1,1
legacy,5811,5817885000,-42,1,1
fir,5812,5818835000,42,0,0
legacy,5812,5818885000,42,0,0
fir,5813,5819835000,38,0,0
legacy,5813,5819885000,42,0,0
fir,5814,5820835000,-42,1,1
legacy,5814,5820885000,-42,1,1
fir,5815,5821835000,-38,1,1
legacy,5815,5821885000,-40,1,1
fir,5816,5822835000,40,0,0
legacy,5816,5822885000,38,0,0
fir,5817,5823835000,-42,1,1
legacy,5817,5823885000,-38,1,1
fir,5818,5824835000,42,0,0
legacy,5818,5824885000,38,0,0
fir,5819,5825835000,-44,1,1
legacy,5819,5825885000,-40,1,1
fir,5820,5826835000,-42,1,1
legacy,5820,5826885000,-46,1,1
fir,5821,5827835000,-38,1,1
legacy,5821,5827885000,-42,1,1
fir,5822,5828835000,42,0,0
legacy,5822,5828885000,42,0,0
fir,5823,5829835000,36,0,0
legacy,5823,5829885000,42,0,0
fir,5824,5830835000,-40,1,1
legacy,5824,5830885000,-42,1,1
fir,5825,5831835000,-38,1,1
legacy,5825,5831885000,-40,1,1
fir,5826,5832835000,40,0,0
legacy,5826,5832885000,38,0,0
fir,5827,5833835000,-42,1,1
legacy,5827,5833885000,-38,1,1
fir,5828,5834835000,44,0,0
legacy,5828,5834885000,40,0,0
fir,5829,5835835000,42,0,0
legacy,5829,5835885000,46,0,0
fir,5830,5836835000,42,0,0
legacy,5830,5836885000,48,0,0
fir,5831,5837835000,42,0,0
legacy,5831,5837885000,48,0,0
fir,5832,5838835000,44,0,0
legacy,5832,5838885000,46,0,0
fir,5833,5839835000,36,0,0
legacy,5833,5839885000,42,0,0
fir,5834,5840835000,-40,1,1
legacy,5834,5840885000,-42,1,1
fir,5835,5841835000,-44,1,1
legacy,5835,5841885000,-46,1,1
fir,5836,5842835000,-38,1,1
legacy,5836,5842885000,-42,1,1
fir,5837,5843835000,42,0,0
legacy,5837,5843885000,42,0,0
fir,5838,5844835000,38,0,0
legacy,5838,5844885000,40,0,0
fir,5839,5845835000,-40,1,1
legacy,5839,5845885000,-38,1,1
fir,5840,5846835000,42,0,0
legacy,5840,5846885000,38,0,0
fir,5841,5847835000,-42,1,1
legacy,5841,5847885000,-38,1,1
fir,5842,5848835000,44,0,0
legacy,5842,5848885000,40,0,0
fir,5843,5849835000,42,0,0
legacy,5843,5849885000,46,0,0
fir,5844,5850835000,44,0,0
legacy,5844,5850885000,46,0,0
fir,5845,5851835000,38,0,0
legacy,5845,5851885000,40,0,0
fir,5846,5852835000,-40,1,1
legacy,5846,5852885000,-40,1,1
fir,5847,5853835000,44,0,0
legacy,5847,5853885000,40,0,0
fir,5848,5854835000,38,0,0
legacy,5848,5854885000,40,0,0
fir,5849,5855835000,-40,1,1
legacy,5849,5855885000,-38,1,1
fir,5850,5856835000,42,0,0
legacy,5850,5856885000,38,0,0
fir,5851,5857835000,-42,1,1
legacy,5851,5857885000,-38,1,1
fir,5852,5858835000,42,0,0
legacy,5852,5858885000,38,0,0
fir,5853,5859835000,-44,1,1
legacy,5853,5859885000,-40,1,1
fir,5854,5860835000,-38,1,1
legacy,5854,5860885000,-40,1,1
fir,5855,5861835000,40,0,0
legacy,5855,5861885000,40,0,0
fir,5856,5862835000,-44,1,1
legacy,5856,5862885000,-40,1,1
fir,5857,5863835000,-38,1,1
legacy,5857,5863885000,-40,1,1
fir,5858,5864835000,40,0,0
legacy,5858,5864885000,38,0,0
fir,5859,5865835000,-42,1,1
legacy,5859,5865885000,-38,1,1
fir,5860,5866835000,42,0,0
legacy,5860,5866885000,38,0,0
fir,5861,5867835000,-44,1,1
legacy,5861,5867885000,-40,1,1
fir,5862,5868835000,-38,1,1
legacy,5862,5868885000,-40,1,1
fir,5863,5869835000,40,0,0
legacy,5863,5869885000,38,0,0
fir,5864,5870835000,-42,1,1
legacy,5864,5870885000,-38,1,1
fir,5865,5871835000,42,0,0
legacy,5865,5871885000,38,0,0
fir,5866,5872835000,-42,1,1
legacy,5866,5872885000,-38,1,1
fir,5867,5873835000,44,0,0
legacy,5867,5873885000,40,0,0
fir,5868,5874835000,44,0,0
legacy,5868,5874885000,46,0,0
fir,5869,5875835000,38,0,0
legacy,5869,5875885000,40,0,0
fir,5870,5876835000,-40,1,1
legacy,5870,5876885000,-38,1,1
fir,5871,5877835000,42,0,0
legacy,5871,5877885000,38,0,0
fir,5872,5878835000,-42,1,1
legacy,5872,5878885000,-38,1,1
fir,5873,5879835000,42,0,0
legacy,5873,5879885000,38,0,0
fir,5874,5880835000,-42,1,1
legacy,5874,5880885000,-38,1,1
fir,5875,5881835000,42,0,0
legacy,5875,5881885000,38,0,0
fir,5876,5882835000,-42,1,1
legacy,5876,5882885000,-38,1,1
fir,5877,5883835000,42,0,0
legacy,5877,5883885000,38,0,0
fir,5878,5884835000,-42,1,1
legacy,5878,5884885000,-38,1,1
fir,5879,5885835000,44,0,0
legacy,5879,5885885000,40,0,0
fir,5880,5886835000,36,0,0
legacy,5880,5886885000,42,0,0
fir,5881,5887835000,-40,1,1
legacy,5881,5887885000,-42,1,1
fir,5882,5888835000,-38,1,1
legacy,5882,5888885000,-40,1,1
fir,5883,5889835000,40,0,0
legacy,5883,5889885000,38,0,0
fir,5884,5890835000,-42,1,1
legacy,5884,5890885000,-38,1,1
fir,5885,5891835000,44,0,0
legacy,5885,5891885000,40,0,0
fir,5886,5892835000,42,0,0
legacy,5886,5892885000,46,0,0
fir,5887,5893835000,44,0,0
legacy,5887,5893885000,46,0,0
fir,5888,5894835000,38,0,0
legacy,5888,5894885000,42,0,0
fir,5889,5895835000,-42,1,1
legacy,5889,5895885000,-42,1,1
fir,5890,5896835000,-38,1,1
legacy,5890,5896885000,-40,1,1
fir,5891,5897835000,40,0,0
legacy,5891,5897885000,40,0,0
fir,5892,5898835000,-44,1,1
legacy,5892,5898885000,-40,1,1
fir,5893,5899835000,-42,1,1
legacy,5893,5899885000,-46,1,1
fir,5894,5900835000,-42,1,1
legacy,5894,5900885000,-48,1,1
fir,5895,5901835000,-42,1,1
legacy,5895,5901885000,-48,1,1
fir,5896,5902835000,-42,1,1
legacy,5896,5902885000,-46,1,1
fir,5897,5903835000,-38,1,1
legacy,5897,5903885000,-40,1,1
fir,5898,5904835000,40,0,0
legacy,5898,5904885000,40,0,0
fir,5899,5905835000,-44,1,1
legacy,5899,5905885000,-40,1,1
fir,5900,5906835000,-44,1,1
legacy,5900,5906885000,-46,1,1
fir,5901,5907835000,-38,1,1
legacy,5901,5907885000,-40,1,1
fir,5902,5908835000,40,0,0
legacy,5902,5908885000,38,0,0
fir,5903,5909835000,-42,1,1
legacy,5903,5909885000,-38,1,1
fir,5904,5910835000,44,0,0
legacy,5904,5910885000,40,0,0
fir,5905,5911835000,44,0,0
legacy,5905,5911885000,46,0,0
fir,5906,5912835000,38,0,0
legacy,5906,5912885000,40,0,0
fir,5907,5913835000,-40,1,1
legacy,5907,5913885000,-38,1,1
fir,5908,5914835000,42,0,0
legacy,5908,5914885000,38,0,0
fir,5909,5915835000,-42,1,1
legacy,5909,5915885000,-38,1,1
fir,5910,5916835000,42,0,0
legacy,5910,5916885000,38,0,0
fir,5911,5917835000,-42,1,1
legacy,5911,5917885000,-38,1,1
fir,5912,5918835000,44,0,0
legacy,5912,5918885000,40,0,0
fir,5913,5919835000,44,0,0
legacy,5913,5919885000,46,0,0
fir,5914,5920835000,38,0,0
legacy,5914,5920885000,42,0,0
fir,5915,5921835000,-42,1,1
legacy,5915,5921885000,-42,1,1
fir,5916,5922835000,-42,1,1
legacy,5916,5922885000,-46,1,1
fir,5917,5923835000,-38,1,1
legacy,5917,5923885000,-40,1,1
fir,5918,5924835000,40,0,0
legacy,5918,5924885000,38,0,0
fir,5919,5925835000,-42,1,1
legacy,5919,5925885000,-38,1,1
fir,5920,5926835000,44,0,0
legacy,5920,5926885000,40,0,0
fir,5921,5927835000,36,0,0
legacy,5921,5927885000,42,0,0
fir,5922,5928835000,-40,1,1
legacy,5922,5928885000,-42,1,1
fir,5923,5929835000,-38,1,1
legacy,5923,5929885000,-40,1,1
fir,5924,5930835000,40,0,0
legacy,5924,5930885000,40,0,0
fir,5925,5931835000,-44,1,1
legacy,5925,5931885000,-40,1,1
fir,5926,5932835000,-42,1,1
legacy,5926,5932885000,-46,1,1
fir,5927,5933835000,-42,1,1
legacy,5927,5933885000,-46,1,1
fir,5928,5934835000,-38,1,1
legacy,5928,5934885000,-42,1,1
fir,5929,5935835000,42,0,0
legacy,5929,5935885000,42,0,0
fir,5930,5936835000,38,0,0
legacy,5930,5936885000,42,0,0
fir,5931,5937835000,-42,1,1
legacy,5931,5937885000,-42,1,1
fir,5932,5938835000,-42,1,1
legacy,5932,5938885000,-46,1,1
fir,5933,5939835000,-38,1,1
legacy,5933,5939885000,-40,1,1
fir,5934,5940835000,40,0,0
legacy,5934,5940885000,40,0,0
fir,5935,5941835000,-44,1,1
legacy,5935,5941885000,-40,1,1
fir,5936,5942835000,-44,1,1
legacy,5936,5942885000,-46,1,1
fir,5937,5943835000,-38,1,1
legacy,5937,5943885000,-40,1,1
fir,5938,5944835000,40,0,0
legacy,5938,5944885000,38,0,0
fir,5939,5945835000,-42,1,1
legacy,5939,5945885000,-38,1,1
fir,5940,5946835000,44,0,0
legacy,5940,5946885000,40,0,0
fir,5941,5947835000,38,0,0
legacy,5941,5947885000,42,0,0
fir,5942,5948835000,-42,1,1
legacy,5942,5948885000,-42,1,1
fir,5943,5949835000,-38,1,1
legacy,5943,5949885000,-40,1,1
fir,5944,5950835000,40,0,0
legacy,5944,5950885000,38,0,0
fir,5945,5951835000,-42,1,1
legacy,5945,5951885000,-38,1,1
fir,5946,5952835000,44,0,0
legacy,5946,5952885000,40,0,0
fir,5947,5953835000,42,0,0
legacy,5947,5953885000,46,0,0
fir,5948,5954835000,44,0,0
legacy,5948,5954885000,46,0,0
fir,5949,5955835000,36,0,0
legacy,5949,5955885000,42,0,0
fir,5950,5956835000,-40,1,1
legacy,5950,5956885000,-42,1,1
fir,5951,5957835000,-42,1,1
legacy,5951,5957885000,-46,1,1
fir,5952,5958835000,-42,1,1
legacy,5952,5958885000,-48,1,1
fir,5953,5959835000,-42,1,1
legacy,5953,5959885000,-46,1,1
fir,5954,5960835000,-38,1,1
legacy,5954,5960885000,-40,1,1
fir,5955,5961835000,40,0,0
legacy,5955,5961885000,38,0,0
fir,5956,5962835000,-42,1,1
legacy,5956,5962885000,-38,1,1
fir,5957,5963835000,44,0,0
legacy,5957,5963885000,40,0,0
fir,5958,5964835000,38,0,0
legacy,5958,5964885000,42,0,0
fir,5959,5965835000,-42,1,1
legacy,5959,5965885000,-42,1,1
fir,5960,5966835000,-38,1,1
legacy,5960,5966885000,-42,1,1
fir,5961,5967835000,42,0,0
legacy,5961,5967885000,42,0,0
fir,5962,5968835000,42,0,0
legacy,5962,5968885000,46,0,0
fir,5963,5969835000,44,0,0
legacy,5963,5969885000,46,0,0
